특허명 TEXT,IPC넘버,출원인  NGRAM,출원번호 NUMERIC,출원날짜DATETIME,등록번호 NUMERIC,등록일자DATETIME,공개번호 NUMERIC,공개일자 DATETIME,대리인 NGRAM,발명가 KEYWORD,설명, STORED,,,,
구면 파노라마 영상을 위한 표본 기반 영상 인페인팅 장치 및 방법(Apparatus and Method for Exemplar-Based Image Inpainting for Spherical Panoramic Image),['G06T 5/00 G06T 3/00 '],인천대학교 산학협력단,1020160173428, 2016.12.19,1018546120000, 2018.04.27, , ,특허법인충정,박종승 김보성,"구면 파노라마 영상을 위한 표본 기반 영상 인페인팅 장치 및 방법은 평면 기반의 영상 인페인팅 기법을 구면 파노라마 영상에 적용할 수 있도록 구면 파노라마 영상에서 위도에 따른 변형을 고려하여 영상을 복원함으로써 구면 파노라마 영상을 이용하여 증강 현실을 구현할 때 인식된 마커를 제거하거나 특정 물체를 선택, 영상에서 제거하는 등 다양한 응용에 적용할 수 있는 효과가 있다.",,,,,
투명 광전 소자 및 그 제조 방법(Transparent Photoelectric Element and Method for fabricating the same),"['H01L 31/0392 H01L 31/18  .... ', 'H01L 31/0392|H01L 31/18|H01L 31/06|H01L 31/0236|H01L 31/04|C23C 14/00|C23C 14/08']",인천대학교 산학협력단,1020160171258, 2016.12.15,1018483190000, 2018.04.06, , ,특허법인가산,김준동 김홍식,"투명 광전 소자 및 그 제조 방법을 제공한다. 상기 투명 광전 소자는 투명 기판을 제공하고, 상기 투명 기판 상에 상온에서 투명 전도체막을 형성하고, 상기 투명 전도체막 상에 p형 구리 산화막을 리액티브 스퍼터링(reactive sputtering)을 통해서 형성하고, 상기 p형 구리 산화막 상에, n형 산화물 반도체막을 형성하는 것을 포함하되, 상기 리액티브 스퍼터링은 산소 및 아르곤을 포함하고, 상기 산소의 비율은 상기 아르곤의 비율보다 작다.",,,,,
우수 저수 및 관리 시스템(RAIN WATER STORAGE AND MANAGEMENT SYSTEM),"['E03B 3/02 E03B 3/03  .... ', 'E03B 3/02|E03B 3/03|E03B 11/10|E03B 11/02|E03B 1/02|E03B 11/00|E03B 1/04']",인천대학교 산학협력단 (주) 돌쇠철강,1020160167748, 2016.12.09,, ,1020180066652, 2018.06.19,정준모,서태일 김성영,"본 발명은 우수 저수 및 관리 시스템에 관한 것이다. 본 발명의 일실시 예에 따른 우수 저수 및 관리 시스템은 우수의 유입 및 방출이 이루어지는 유입관 및 방출관이 형성되며 우수가 저장되는 우수 저장탱크의 상부로 멤프레인, 섬유여재층, 상부 자갈층 및 투수 콘크리트층이 적층 배치되며 상기 우수 저장탱크의 하부로 우수 배출부재가 배치되는 우수 저수조, 상기 우수 저장탱크의 일면에 구성되어 우수의 저장량 및 수위를 측정하는 센서부, 상기 우수 저장탱크의 내부에 설치되며 우수를 여과 처리하는 우수 여과탱크 및 상기 우수 여과탱크의 내부에 구성되어 상기 우수 저수조의 하중을 지지하는 지지탱크를 포함하는 정화 지지탱크 및 상기 센서부와 연동하여 우수 저장탱크의 내부에 저장된 우수의 저장량, 수위 변동량, 우수 및 전기 사용량을 관리하는 제어부를 포함한다.",,,,,
에너지 소산형 가새댐퍼(BRACE DAMPER FOR ENERGY DISSIPATION),"['E04H 9/02 F16F 15/08  .... ', 'E04H 9/02|F16F 15/08|F16F 15/073']",인천대학교 산학협력단,1020160160018, 2016.11.29,, ,1020180060484, 2018.06.07,특허법인 남앤남,허종완 조한민,"에너지 소산형 가새댐퍼가 개시된다. 본 발명의 에너지 소산형 가새댐퍼는, 제1 마찰부재; 제1 마찰부재와 X축 방향으로 슬라이드 상대이동 가능하게 형성되고, 슬라이드 상대이동시 제1 마찰부재와 마찰하는 접촉면을 형성하는 제2 마찰부재; 제1 마찰부재와 제2 마찰부재를 연결하고, 슬라이드 상대이동시 탄성회복력을 형성하는 파형부재; 및 파형부재의 골 부분에 각각 결합되고, 파형부재의 신축시 탄성회복력을 형성하는 엘라스토머를 포함하는 것을 특징으로 한다. 본 발명에 의하면, 구조물에 가해지는 수평하중에 의해 변형되면서 자체 변형에너지에 의해 수평하중을 소산하고, 변형 후 복원력을 생성하도록 이루어지는 에너지 소산형 가새댐퍼를 제공할 수 있게 된다.",,,,,
멀티코어 임베디드 리눅스 시스템을 위한 응용 프로그램 분석 방법 및 장치(METHOD AND APPARATUS FOR ANALYZING APPLICATION IN MULTICORE EMBEDDED LINUX SYSTEM),['G06F 11/30 G06F 11/34 '],인천대학교 산학협력단,1020130164175, 2013.12.26,1015416170000, 2015.07.28,1020150075830, 2015.07.06,특허법인충정,박문주 주윤덕,"본 발명은 멀티코어 임베디드 리눅스 시스템을 위한 응용프로그램 분석 방법에 있어서, 실행 인터페이스를 통해 사용자로부터 모니터링하고자 하는 프로그램의 위치 기반 경로 탐색을 위한 기설정된 타입의 경로명 혹은 프로세스 ID를 입력받는 과정과, 상기 실행 인터페이스를 통해 경로명 및 프로세스 ID 중 어느 하나의 입력 여부에 따라 상기 경로명에 대응하는 프로그램의 API를 순차적으로 호출하여 해당 프로그램을 실행하거나 혹은 리눅스 시스템에서 현재 실행 중인 적어도 하나의 프로세스에 대한 자원 모니터링을 수행하여 응용 프로그램에 대한 자원 모니터링을 수행하는 과정을 포함함을 특징으로 한다.",,,,,
김 추출물을 유효성분으로 함유하는 미백 또는 주름 개선용 화장료 조성물(Cosmetic composition comprising Laver extract for whitening or improving wrinkle),"['A61K 8/9717 A61Q 19/02  .... ', 'A61K 8/9717|A61Q 19/02|A61Q 19/08']",인천대학교 산학협력단,1020130010510, 2013.01.30,, ,1020140097865, 2014.08.07, ,한태준,"본 발명은 김 추출물을 유효성분으로 함유하는 미백 또는 주름 개선용 화장료 조성물에 관한 것이다. 본 발명에 따른 김 추출물은 티로시나제 활성 저해능, 멜라닌 합성 저해능, 콜라겐 합성능 및 MMP 활성 저해능이 우수하고, 각질형성세포 (HaCaT), 인간 섬유아세포(1064 SK) 및 피부암세포(B16F)에서 거의 세포 독성을 나타내지 않으며, 비자극성이며, 감작성이 매우 약하고(등급 I), 광독성 및 광감작성을 유발하지 않는다. 따라서, 본 발명에 따른 김 추출물은 미백 또는 주름 개선용 화장료 조성물에 유용하게 사용될 수 있다.",,,,,
물품 보안 관리 시스템(Article Security management system),"['G08B 21/24 G08B 3/10  .... ', 'G08B 21/24|G08B 3/10|G06K 17/00']",인천대학교 산학협력단,1020130002010, 2013.01.08,1014423860000, 2014.09.12,1020140090357, 2014.07.17,특허법인충정,이병수 이귀봉,"본 발명은 도난 및 위치 추적의 대상인 물품에 소유자를 식별하고, 물품의 이동 상황을 소유자에게 전송하고, 물품의 이동 상황 정보 및 소유자의 식별 정보를 송수신 시, 도청이나 해킹을 방지하는 암호화 기술이 적용된 물품 보안 관리 시스템에 관한 것으로, 본 발명에 따른 물품 보안 관리 시스템은 도난 방지의 대상 물품에 장착되며, 소유자 정보를 식별하고, 물품의 이동을 감지하여, 암호화된 이동 상황 메시지를 외부에 전송하는 물품보안장치 및 물품의 소유자 정보를 포함하고, 상기 물품보안장치로부터 물품의 암호화된 이동 상황 메시지를 복호화하고, 이에 따른 상기 물품의 위치 추적을 요청하는 소유자 메시지를 암호화하여 전송하는 소유자단말장치를 포함하는 것을 기술적 특징으로 한다.",,,,,
건조부산물 고형연료 직화방식을 이용한 유기성 폐기물의 처리설비(HANDLING SYSTEM OF ORGANIC WASTE WITH COMBUSTION OF PELLET),"['C10L 5/40 F26B 23/02  .... ', 'C10L 5/40|F26B 23/02|F26B 17/30|B09B 3/00|C10L 5/36']",인천대학교 산학협력단,1020110118971, 2011.11.15,1012938800000, 2013.07.31,1020130053267, 2013.05.23,특허법인 에이치엠피,김성중 이제학 문영우 김광호,"본 발명은 건조부산물 고형연료 직화방식을 이용한 유기성 폐기물의 처리설비에 관한 것으로서, 건조로의 내부에 유기성 폐기물을 파쇄기로 파쇄하여 투입하고, 파쇄되어 투입된 유기성 폐기물을 상기 건조로 내부에 설치된 교반장치로 교반하면서 연소장치로 연소하고 건조시킨 후, 건조된 유기성 폐기물을 펠릿성형기에 의해 고형연료로 성형하는 처리설비에 있어서, 상기 연소장치는 건조로의 하부에 간격을 두고 연소공간이 형성되도록 붙여 설치되며, 건조로와 연소장치 사이의 상기 연소공간 내에 펠릿성형기로 성형된 고형연료의 일부를 투입하고 연소시켜 건조로를 가열하되, 연소장치의 한쪽 끝에 송풍수단이 설치되어 연소장치의 내부에서 상기 연소공간으로 에어를 공급하고, 연소장치 일측의 상기 연소공간 내에 히터가 설치되어 최초로 투입되는 고형연료를 연소시키며, 연소장치 상부의 상기 연소공간 하단부에 길이방향을 따라 이송수단이 설치되어, 회전하는 상기 이송수단에 의해 연소장치 일측의 연소공간 내로 계속해서 투입되어 연소되는 고형연료와 재를 연소장치의 다른 쪽 끝으로 이동시켜 상기 재를 배출하는 처리설비로 이루어지며, 많은 양의 유기성 폐기물을 처리하면서 연료비를 절약할 수 있는 효과가 있다.",,,,,
고압펄스를 이용한 배터리 재생장치(BATTERY RECYCLING APPARATUS USING HIGH PRESSURE PULSE),"['H01M 10/54 H01M 10/48  .... ', 'H01M 10/54|H01M 10/48|H02J 7/00']",인천대학교 산학협력단,1020110118651, 2011.11.15,, ,1020130053106, 2013.05.23,김태원,전동근,"본 발명은 고압펄스를 이용한 배터리 재생장치, 특히 현재 가장 많이 사용되는 황산 배터리에 환경적인 문제와 수명을 연장하기 위해 배터리 내의 전극 판에 형성된 황산납을 제거하도록 고압의 저주파 펄스를 가하여 배터리 수명을 연장할 수 있는 배터리 재생 장치에 관한 것이다.",,,,,
이동통신 단말기용 내장형 다중대역 안테나(MULTIBAND INTERNAL ANTENNA FOR MOBILE HANDSET),"['H01Q 9/04 H01Q 1/24  .... ', 'H01Q 9/04|H01Q 1/24|H01Q 13/10|H01Q 21/28|H01Q 21/30']",인천대학교 산학협력단,1020160081548, 2016.06.29,1017655580000, 2017.08.01, , ,특허법인충정,양운근 조영민 정필현,"본 발명의 일 실시예에 의한 이동통신 단말기용 내장형 다중대역 안테나는, 내부에 슬롯이 형성된 패치형 안테나; 및 상기 패치형 안테나에 결합된 모노폴형 안테나를 포함하고, 상기 패치형 안테나는 일정 대역의 신호를 송수신하는 브랜치(branch)를 포함하여, 하나의 안테나를 가지고 다중대역의 신호들을 송수신할 수 있으며, 안테나에 필요한 비용 및 공간을 최소화할 수 있다.",,,,,
이중대역 오프셋 카세그레인 부반사판 및 그를 이용한 안테나(Dual-Band Offset Cassegrain Sub-Reflector and Antenna using thereof),['H01Q 19/19 H01Q 15/14 '],인천대학교 산학협력단,1020160064058, 2016.05.25,1017608120000, 2017.07.18, , ,특허법인충정,강승택,"본 발명은 이중대역 오프셋 카세그레인 부반사판 및 그를 이용한 안테나에 관한 것이다. 또한, 본 발명은 중간층; 상기 중간층의 일측에 적층되어 있는 제1 유전층; 상기 제1 유전층에 적층되어 있으며 제1 금속링을 포함하고 있는 제1 금속링층; 상기 제1 금속링층에 형성되어 있는 제1 표면층; 상기 중간층의 타측에 적층되어 있는 제2 유전층; 상기 제2 유전층에 적층되어 있으며 제2 금속링을 포함하고 있는 제2 금속링층; 및 상기 제2 금속링층에 형성되어 있는 제2 표면층을 포함하는 이중대역 오프셋 카세그레인 부반사판과 그를 이용한 안테나를 제공한다.",,,,,
무창 돈사 환기관리 시스템(VENTILATION SYSTEM OF PIGSTY WITHOUT WINDOW),"['A01K 1/00 F24F 11/00  .... ', 'A01K 1/00|F24F 11/00|G06Q 50/02']",인천대학교 산학협력단,1020100023199, 2010.03.16,1009898010000, 2010.10.19, , ,김태원,홍윤식 이철호 류관현,"본 발명은 다수 개의 센서 노드 들을 사용하여, 온도 및 습도, 공기 이동을 측정함으로써, 무창 돈사에서의 환기를 자동으로 관리하는 시스템에 관한 것이다. 통상 무창 돈사는 자연 환기를 위한 창이 없는 돼지 사육장을 말하며, 이와 같은 무창 돈사는 일반 돈사와는 달리 환기를 위하여 일반적으로 팬 등을 사용하여 강제로 공기의 흐름을 발생시켜서 환기를 하는 방식이다. 상기 무창 돈사에 온도 및 습도 센서 등을 가진 센서 노드들을 각각의 적당한 위치에 설치하여, 온도 및 습도 정보를 수집하고 이렇게 수집된 온도 및 습도 정보에 의하여 팬을 제어하여 환기를 시키고, 상기 수집된 온도 및 습도 및 기타의 정보들과 함께 수집 제어 장치에 저장함으로써, 무창 돈사 내의 온도 및 습도의 환경에 대한 유지 상태와 환기 제어 상태를 종합적으로 관리하기 위한 시스템이다. 본 발명은 무창 돈사의 각각의 위치에 설치되어 온도 및 습도를 측정하는 센서 노드와 상기 센서 노드 들로부터 수집 정보를 수집하는 정보수집장치, 상기 수집된 정보들을 처리하여 돈사의 환기를 제어하기 위해서 팬의 제어량을 결정하는 돈사 환기 정보처리장치, 돈사 환기 정보처리장치로부터 온도 및 습도에 따른 팬을 제어하기 위한 팬 제어장치, 히터와 에어컨을 제어하기 위한 히터 및 에어컨 제어장치, 시스템 전체에 전원전압을 공급하는 전원장치, 수집된 수집 정보들이나 환기 제어 정보들을 볼 수 있도록 하는 표시장치와 정보 출력을 위한 출력장치를 포함한다.",,,,,
복합 탈분지 효소를 이용하여 전분으로부터 포도당을 제조하는 방법(Method for producing glucose using debranching enzyme complex),"['C12P 19/02 C12P 19/14  .... ', 'C12P 19/02|C12P 19/14|C12P 19/16|C12P 7/04|C12P 7/06|C12P 7/64']",인천대학교 산학협력단,1020090120529, 2009.12.07,1010148020000, 2011.02.08, , ,위병갑 황주명 성정현,박관화 김정완 양태주 최지혜 박종태 심재훈,"본 발명은 복합 탈분지 효소를 이용하여 전분으로부터 포도당을 제조하는 방법에 관한 것으로, 구체적으로 전분, 아밀로펙틴 및 말토덱스트린으로 이루어진 군으로부터 선택된 1종 이상의 전분당을 포함하는 기질 용액에 서열번호 3의 설펄로버스속(Sulfolobus sp.)에서 유래된 탈분지 효소 및 서열번호 6의 노스탁속(Nostoc sp.)에서 유래에서 유래된 탈분지 효소가 혼합된 복합 탈분지 효소를 첨가하여 반응시키는 단계 및 글루코아밀레이즈(glucoamylase)를 첨가하여 반응시키는 단계를 포함하는 포도당의 제조방법에 관한 것이다. 본 발명의 포도당 제조방법은 전분에 존재하는 다양한 사슬길이를 가수분해 할 수 있는 설펄로버스속에서 유래된 탈분지 효소와 8 이상인 사슬길이를 특이적으로 가수분해 할 수 있는 노스탁속에서 유래된 탈분지 효소가 혼합된, 복합 탈분지 효소를 사용함으로써 전분으로부터 포도당을 매우 효과적으로 생산할 수 있다. 설펄로버스, 노스탁, 탈분지, 효소, 포도당",,,,,
공간 인지 학습을 통해 자력으로 목표 장소로 이동하는 이동체 시스템(A MOVING SYSTEM FOR STEPPING TOWARD A TARGET LOCATION BY HIMSELF USING SPACE-RECOGNITION LEARNING),['G05D 1/02 G05D 1/00 '],인천대학교 산학협력단,1020110001731, 2011.01.07,1012071730000, 2012.11.26,1020120080342, 2012.07.17,김태원,홍윤식 이철호,"본 발명은 격벽 또는 방해 물체등과 같은 고정체들이 존재하는 공간에서 고정체에 방해되지 않고, 이동체가 목적지까지 스스로 이동 할 수 있도록, 공간에 놓여진 고정체들을 거리와 자신의 위치를 측정, 인지 학습함으로써, 추후에는 이 공간을 자유롭게 이동할 수 있도록 하기 위한 이동체의 거리 및 위치 측정 시스템에 관한 것으로서, 특히 본 발명의 이동체는 이동을 위한 바퀴에 엔코더를 설치하여 상대 거리를 측정하고, 레이거를 이용하여 고정체와의 거리를 측정하거나 공간을 인지하도록 하여 이동체 내의 시스템에 정보를 저장한다. 이동체 자신의 이동 경로를 측정하는 엔코더의 정보는 전제 공간의 정보를 인지하고 저장하여 추후 이동시의 정보를 제공하고, 이동체 자신과 고정체 간의 거리를 측정하는 레이저 센서를 이용하여 이동체 전방의 공간을 인지하여, 저장된 공간 정보를 수정 갱신하는 역할을 한다. 또 엔코더에 의해서는 이동속도 및 거리 및 현재 진행 중인 상대적 방향을 학습에 의해 인지할 수 있으며, 레이저 센서를 통해서는 전방 이동 시에 이동체의 이동 경로 방향을 제어하는 것을 수행 할 수 있다.",,,,,
진공펌프용 전원공급장치 운용시스템(Management system of power supplying device for vacuum pump),"['H02H 7/08 H02H 5/04  .... ', 'H02H 7/08|H02H 5/04|H02H 1/00']",인천대학교 산학협력단,1020130077595, 2013.07.03,1014547650000, 2014.10.20, , ,특허법인태동,홍연찬 이춘일,"본 발명은 진공펌프용 전원공급장치 운용시스템에 관한 것으로, 본 발명에 따르면 제어장치에서 진공펌프용 모터와, 이에 전력을 공급하는 전원공급장치로부터 상태정보를 수신하여 이상 상황을 판단하고, 이상 상황이 발생한 것으로 판단되면 상기 모터에 공급되는 전력이 차단되도록 하며, 동시에 관리자단말 측으로 상황을 즉시 통보함으로써, 오동작에 따른 사고를 막고 사후조치가 신속하게 이루어지도록 할 수 있다.",,,,,
간장게장용 간장 제조방법(Soy Sauce For Crab not heating And Method For Manufacturing Crab Preserved In Soy Sauce),"['A23L 27/50 A23L 17/40  .... ', 'A23L 27/50|A23L 17/40|A23L 3/00|A23L 33/10']",인천대학교 산학협력단 인천광역시 김성실 윤성진,1020110019927, 2011.03.07,1010499080000, 2011.07.11, , ,위병갑 황주명 성정현,구자근 윤성진 이태수,"본 발명은 끓이지 않고 간장게장을 만들 수 있는 간장게장용 간장의 제조방법 및 그 방법에 의해 제조된 간장을 이용한 간장게장의 제조방법에 관한 것이다. 구체적으로, 종래 사용되는 간장 외에 음료수, 당귀 및 감초 등의 재료를 일정 비율 추가한 다음 열을 통한 멸균 과정을 거쳐 간장게장용 간장을 제조하고, 상기 간장게장용 간장에 2일간 게를 침지시켜 숙성시킴으로써 간장게장을 제조하는 방법에 관한 것이다.",,,,,
0차 공진 메타 재질 구조의 초 광대역 전력 분배기에 기반을 둔 소형의 초 광대역 배열 안테나(MINIATURIZED UWB ARRAY ANTENNA BASED ON ZEROTH ORDER RESONANCE METAMTERIAL UWB POWER DIVIDER),"['H01Q 5/25 H01Q 21/29  .... ', 'H01Q 5/25|H01Q 21/29|H01Q 1/38|H01Q 1/24']",인천대학교 산학협력단,1020100129561, 2010.12.17,1011816470000, 2012.09.04,1020120068117, 2012.06.27,김태원,강승택 엄다정 장건호,본 발명은 메타 매트리얼 복합 오른손 및 왼손 (Metamaterial CRLH) 구조기반의 0차 공진 현상이 발생하는 대역 통과 여파기를 전력 분배기에 결합함으로써 일반 마이크로스트립 패치 구조의 기본 공진 모드인 반 파장 공진이나 반 파장 공진의 양의 정수 배가 아닌 구조 전체에 전계가 같은 위상을 갖게 하여 안테나 크기의 소형화를 이루고 제안된 전력 분배기에 안테나를 배열하여 안테나의 이득과 지향성을 개선하는 배열 안테나에 관한 것이다.,,,,,
스터브가 삽입된 인터디지털 결합 선로를 이용한 CRLH 대역 통과 필터(CRLH Band-Pass Filter Using Stub-Inserted Interdigital Coupled Line),['H01P 1/205 H01P 1/203 '],인천대학교 산학협력단,1020150191418, 2015.12.31,, ,1020170080158, 2017.07.10,특허법인충정,강승택,"본 발명은 스터브가 삽입된 마이크로스트립 인터디지털 결합선로를 이용한 복합 오른손/왼손전송법칙(Composite Right/Left-Handed; CRLH) 대역 통과 필터에 관한 것으로, 유전체 기판; 상기 유전체 기판의 상면에서 상측에 형성되는 제1 커패시터; 상기 유전체 기판의 상면에서 하측에 형성되는 제2 커패시터; 상기 제1 커패시터 및 상기 제2 커패시터 사이에서 좌우 양측으로 상기 제1 커패시터 및 상기 제2 커패시터와 전기적으로 연결되는 다수의 스터브; 상기 다수의 스터브 사이에 형성되는 하나 이상의 개방형 스터브; 및 상기 제2 커패시터의 좌우 양측의 포트에서 상기 제2 캐패시터에 수직으로 형성되는 단락형 스터브를 포함한다.",,,,,
파우더 블라스팅을 이용한 난삭재의 미세 패턴 가공(MICRO PATTERN MACHINING OF DIFFICULT TO CUT MATERIAL USING POWDER BLASTING PROCESS),['B24C 1/04 B24C 5/02 '],인천대학교 산학협력단,1020090058849, 2009.06.30,1009807500000, 2010.09.01, , ,김태원,박동삼 신운수,"본 발명은 파우더 블라스팅에 관한 것으로, 종래의 분사가공이 주조나 단조품 등의 스케일 제거, 버(burr) 제거, 세정이나 표면 다듬질 등 비교적 거친 1차 가공에 사용되어 왔기 때문에, 정밀도 향상에 대한 개념은 거의 없었다. 그러나 난삭재의 미세 가공을 목적으로 하는 분사가공에 있어서는 가공량의 시간적 변화가 직접적으로 가공품질이나 가공능률에 영향을 미치게 되는 문제점이 있었는데, 본 발명은 이러한 문제점을 극복하고자 정밀도의 개념을 도입한 분사가공법인 파우더 블라스팅(Powder blasting)기법에 관한 것이다. 파우더 블라스팅, 미세패턴, 난삭재",,,,,
대향형 다기통 왕복동 압축기의 크랭크축(COUNTERWEIGHT OF BALANCED-OPPOSED TYPE MULTI THROW RECIPROCATING COMPRESSOR),"['F04B 39/00 F16C 3/20  .... ', 'F04B 39/00|F16C 3/20|F16F 15/24']",인천대학교 산학협력단,1020180030213, 2018.03.15,1019937910000, 2019.06.21, , ,특허법인 남앤남,김현진 임정택 최재웅,"대향형 다기통 왕복동 압축기의 크랭크축이 개시된다. 본 발명의 대향형 다기통 왕복동 압축기의 크랭크축은, 360/N도의 위상차를 형성하는 N개의 크랭크핀; 크랭크핀과 메인저널을 연결하는 복수의 웨브; 및 크랭크핀과 이격되어 메인저널의 양단부에 각각 결합되고, 서로 180도의 위상차를 갖는 한 쌍의 균형추를 포함하는 것을 특징으로 한다. 본 발명에 의하면, 대향형 왕복동 압축기에 걸리는 불균형 모멘트를 감소시키고, 균형추의 수와 크기를 감소시키도록 이루어지는 대향형 다기통 왕복동 압축기의 크랭크축을 제공할 수 있게 된다.",,,,,
"햅틱 가상현실 게이밍 시스템을 이용하여 햅틱 퍼즐, 형태 퍼즐 및 위치 퍼즐을 제공하는 방법(A METHOD FOR PROVIDING HAPTIC PUZZLE, SHAPE PUZZLE AND POSITION PUZZLE USING HAPTIC VIRTUAL REALITY GAMING SYSTEM)","['A63F 13/80 A63F 13/45  .... ', 'A63F 13/80|A63F 13/45|A63F 13/285|A63F 13/214|A63F 13/55']",인천대학교 산학협력단,1020150136488, 2015.09.25,1017939400000, 2017.10.31,1020170037220, 2017.04.04,특허법인충정,성미영 김성민 최아람,"촉각 질감(tactile texture) 및 3D 형태를 인지하는 능력을 개선하도록 장애인뿐만 아니라 노인 및 어린이를 돕기 위해 사용될 수 있는 햅틱 VR 게이밍 시스템이 제공된다. 햅틱 퍼즐 (Haptic Puzzle) 을 제공하는 방법은, 표시부에 질의 객체 및 복수의 예시 객체에 대응하는 아이콘을 표시하고, 틱 장치를 이용하여 질의 객체 및 복수의 예시 객체들 각각에 대한 촉각 감각을 사용자에게 제공하며, 입력부를 이용하여 사용자로부터 복수의 예시 객체 중 질의 객체와 동일한 질감의 예시 객체에 대한 선택을 수신한다. 이후, 선택된 예시 객체와 질의 객체가 동일한 질감을 가지는지 여부를 결정한다. 형태 퍼즐(Shape Puzzle)을 제공하는 방법은, 표시부에 질의 객체와 연관된 3D 도형(구체, 토러스, 4면체, 6면체, 8면체, 12면체, 및 20면체 등)의 아이콘을 표시하고, 질의 객체 중 하나를 랜덤하게 물음표 화면 뒤에 보이지 않게 배정한다. 이후, 사용자에게 보이지 않는 3D 도형을 촉감을 제공하고, 사용자가 촉감 탐색 후 추정한 객체의 형태 명칭을 수신하여, 제시하였던 3D 도형의 명칭과 일치하는지 여부를 결정한다. 위치 퍼즐(Position Puzzle)을 제공하는 방법은, 표시부에 커서를 표시하였다가, 3차원 공간의 임의의 위치에 보이지 않는 객체를 위치시키고 커서 표시를 중단한다. 이후, 사용자는 사라진 커서 위치로 보이지 않는 커서를 이동시킬 수 있으며, 이 때 커서가 보이지 않는 객체에 닿으면 사용자에게 촉감을 제공하며, 사용자로부터 수신한 보이지 않는 객체의 위치가 사라진 위치와 일치하는지 여부를 결정한다.",,,,,
공진 안테나 및 공진 배열 안테나를 포함하는 기지국 안테나 시스템(Resonance Antenna and Base-Station Antenna System having Resonance Array Antenna),['H01Q 9/04 H01Q 21/06 '],한국전자통신연구원 인천대학교 산학협력단,1020110137600, 2011.12.19,, ,1020130070332, 2013.06.27,특허법인태평양,강병수 정재호 강승택 목세균 유성룡 강경석,"본 명세서에서는 안테나에 대해 개시한다. 더욱 구체적으로는 공진 안테나 및 공진 배열 안테나를 포함하는 기지국 안테나 시스템을 개시한다. 본 명세서에서 개시하는 공진 안테나는 링머쉬룸 구조를 갖는 링머쉬룸 구조부 및 패치구조 안테나를 포함하고, 패치구조 안테나는 링머쉬룸 구조의 링에 기 설정된 간격을 두고 결합한다.",,,,,
전기적 특성이 향상된 MIM 커패시터용 전기소자 및 이의 제조 방법(Electric Device for MIM Capacitor having Enhanced electrical characteristics and Manufacturing Method thereof),['H01L 27/08 H01L 49/02 '],인천대학교 산학협력단,1020150119048, 2015.08.24,1017520600000, 2017.06.22,1020170023631, 2017.03.06,차준용,이한보람 김형준 박보은 오일권,"본 발명은 이트륨 산화물이 도핑된 지르코늄 산화물의 박막에서 이트륨 산화물의 비율 및 지르코늄 산화물의 증착 비율을 조절하여 전기 소자의 전기적 특성을 향상시킨 MIM 커패시터용 전기소자 및 이를 제조하는 방법에 관한 것으로, 본 발명의 원자층 증착법에 의한 수퍼 사이클은 별도의 공정 과정 없이 균일하게 도핑된 산화물 박막의 생산이 가능하게 하였고, 기존의 High-K 기반의 MIM 커패시터에 적용하여 전기적 특성이 개선되어 종래의 MIM 커패시터에 이용되는 기술적 한계가 극복되었으며, 본원 발명의 MIM 커패시터 전기소자를 이용하여 미래 전기소자의 소형화에 확대 적용가능하다.",,,,,
위치기반 가상 메모 시스템 및 방법(System and Method for providing virtual memo pad based on Location Based Service),"['G06Q 50/30 G06Q 50/10  .... ', 'G06Q 50/30|G06Q 50/10|H04L 29/08|H04W 4/02']",인천대학교 산학협력단,1020110119080, 2011.11.15,1012604830000, 2013.04.26, , ,조성광,최진탁 최은정 송시윤,"본 발명은 위치기반 가상 메모 시스템 및 방법에 관한 것으로서 구체적으로는, 관리서버 및 모바일단말기간의 정보교환을 통하여 상기 관리서버가 상기 모바일단말기의 위치정보에 상응하는 가상 메모 인터페이스를 상기 모바일단말기에 제공하는 것을 특징으로 하는 위치기반 가상 메모 시스템 및 방법에 관한 것이다.",,,,,
초음파 진동을 부가한 식품 절단 및 가공용 공구(칼)(THE FOOD CUTTING TOOL USING THE ULTRASONIC VIBRATION),['B26D 7/08'],인천대학교 산학협력단,1020110118650, 2011.11.15,, ,1020130053105, 2013.05.23,김태원,박동삼 장호수 박우열,"본 발명은 초음파를 이용하여 식품을 컷팅하는 컷팅 툴에 관한 것으로, 종래에는 식품을 절단하는 장치로는 초음파 나이프가 개발되어 사용되고 있는데, 상기 초음파 나이프는 왕복운동에 의해 구동되며, 이러한 나이프는 속도가 느리고 식품을 깨끗하게 절단하지 못했다. 따라서 본 발명은 고유 진동수를 가진 혼(horn)을 설계하여 공명 현상을 이용해 식품을 잔여물 없이 깨끗하게 컷팅할 수 있는 초음파를 이용한 식품 컷팅 툴에 관한 것이다.",,,,,
적외선 통신 장치(Infrared Data Communication Device),['H04B 10/11'],인천대학교 산학협력단,1020150083178, 2015.06.12,1017077380000, 2017.02.10,1020160146218, 2016.12.21,민영준,이공,"RF 무선 통신을 이용하기 어려운 환경에서 사용될 수 있는 적외선 통신 장치에 관한 기술이 개시된다. 개시된 적외선 통신 장치는 내부에 실장 공간이 형성되도록 서로 결합되며, 중심부에서 기 설정된 각도만큼 기울어진 프레임을 포함하는 제1 및 제2하우징; 상기 제1 또는 제2하우징의 프레임에 위치하며, 제1적외선 신호를 전송하는 적외선 전송부; 및 상기 제1 또는 제2하우징의 프레임에 위치하며, 제2적외선 신호를 수신하는 적외선 수신부를 포함한다.",,,,,
